,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Brandfort,-28.7001,26.4597,47.61,51,75,10.8,ZA,1660425310
358,Wakkanai,45.4094,141.6739,69.01,85,76,5.79,JP,1660425313
359,Lompoc,34.6391,-120.4579,92.7,63,0,14.97,US,1660425314
360,Vigrestad,58.5667,5.7,62.82,79,15,6.78,NO,1660425315
361,Chapais,49.7834,-74.8492,71.38,31,35,0.65,CA,1660425317
362,Mumford,5.2618,-0.759,74.59,85,91,17.18,GH,1660425318
363,Coquimbo,-29.9533,-71.3436,58.73,77,0,11.5,CL,1660425320
364,Sakakah,29.9697,40.2064,89.17,20,0,9.31,SA,1660425321
365,Summerville,33.0185,-80.1757,87.12,56,0,8.05,US,1660425031
366,Alice Springs,-23.7,133.8833,33.35,75,0,0.0,AU,1660425323
367,Ziyang,29.2497,117.8547,80.06,77,81,1.74,CN,1660425326
368,Cidreira,-30.1811,-50.2056,61.54,82,100,6.42,BR,1660425076
369,Araxá,-19.5933,-46.9406,76.96,31,0,2.3,BR,1660425328
370,Padang,-0.9492,100.3543,77.97,87,99,2.1,ID,1660425330
371,Ubari,26.5921,12.7805,89.46,18,0,7.11,LY,1660425331
372,Bathsheba,13.2167,-59.5167,83.01,83,40,5.75,BB,1660425332
373,Wanning,18.8003,110.3967,78.51,88,44,3.49,CN,1660425334
374,Aizpute,56.7167,21.6,63.63,70,100,5.68,LV,1660425335
375,South Bend,41.6834,-86.25,76.44,63,75,11.5,US,1660425058
376,Sinnamary,5.3833,-52.95,81.86,76,71,15.05,GF,1660425337
377,Teguise,29.0605,-13.564,70.02,78,20,17.27,ES,1660425339
378,Huarmey,-10.0681,-78.1522,66.34,74,45,10.2,PE,1660425340
379,Wanaka,-44.7,169.15,34.11,86,5,3.76,NZ,1660425343
380,Vieux-Habitants,16.0589,-61.7659,80.71,77,21,7.56,GP,1660425344
381,Los Llanos de Aridane,28.6585,-17.9182,69.55,90,0,13.8,ES,1660425345
382,Shache,38.4167,77.2406,75.7,51,83,7.27,CN,1660425347
383,Muravlenko,63.7898,74.523,50.23,87,100,24.07,RU,1660425348
384,Shebunino,46.4339,141.8603,66.45,87,100,3.02,RU,1660425349
385,Agadez,19.75,10.25,92.08,13,11,10.4,NE,1660425351
386,Ikom,5.9667,8.7063,72.36,99,100,1.63,NG,1660425352
387,Monastyrshchina,54.3496,31.838,63.95,90,99,7.74,RU,1660425353
388,Salta,-24.7859,-65.4117,75.79,33,0,13.8,AR,1660425355
389,Neuquén,-38.9516,-68.0591,65.08,28,27,13.89,AR,1660425223
390,Bontang,0.1333,117.5,75.6,92,97,7.05,ID,1660425358
391,Vila do Maio,15.1333,-23.2167,79.59,80,100,14.27,CV,1660425360
392,Igbo-Ora,7.4333,3.2833,72.57,93,100,5.66,NG,1660425361
393,Carballo,43.213,-8.691,65.89,88,1,3.62,ES,1660425362
394,Omboué,-1.5746,9.2618,72.41,82,96,9.64,GA,1660425364
395,Caucaia,-3.7361,-38.6531,80.55,74,0,8.05,BR,1660425365
396,Kalí Vrýsi,41.15,23.9,67.05,71,26,4.5,GR,1660425366
397,San Vicente,-26.6167,-54.1333,61.79,76,100,2.48,AR,1660425368
398,Grimshaw,56.1834,-117.6027,83.82,48,40,5.75,CA,1660425369
399,Kazachinskoye,57.6953,93.2761,52.83,75,100,2.26,RU,1660425370
400,Pampierstad,-27.7832,24.6877,52.57,53,87,8.46,ZA,1660425373
401,Krasnosel'kup,65.7,82.4667,50.76,66,69,11.14,RU,1660425374
402,Rome,34.257,-85.1647,86.49,59,40,5.75,US,1660424773
403,San Miguel de Tucumán,-26.8241,-65.2226,80.6,26,0,9.22,AR,1660425376
404,Banda Aceh,5.5577,95.3222,78.8,77,90,6.87,ID,1660425378
405,Areosa,41.7178,-8.8571,62.56,92,1,4.07,PT,1660425379
406,Mindelo,16.8901,-24.9804,78.35,65,75,23.02,CV,1660425381
407,Ust'-Karsk,52.7011,118.8077,55.04,90,40,2.98,RU,1660425382
408,Manado,1.487,124.8455,74.17,94,40,2.3,ID,1660425383
409,Mount Gambier,-37.8333,140.7667,44.69,95,4,5.08,AU,1660425385
410,Takoradze,4.8845,-1.7554,75.33,86,13,11.25,GH,1660425386
411,Farafangana,-22.8167,47.8333,66.45,89,21,8.75,MG,1660425387
412,Dombarovskiy,50.7587,59.5386,70.77,39,13,8.3,RU,1660425389
413,Linares,-35.85,-71.6,58.84,66,75,7.9,CL,1660425390
414,Lakes Entrance,-37.8811,147.981,48.16,77,100,15.26,AU,1660425391
415,Cruzeiro do Sul,-29.5128,-51.9853,65.48,79,100,1.3,BR,1660425393
416,Turukhansk,65.8167,87.9833,51.4,55,99,13.47,RU,1660425394
417,Lata,40.1629,-8.3327,58.78,95,1,2.57,PT,1660425395
418,Oranjemund,-28.55,16.4333,53.6,83,41,7.99,NA,1660425397
419,Kysyl-Syr,63.8986,122.7617,51.8,94,94,4.03,RU,1660425398
420,Mamit,23.9333,92.4833,69.37,100,97,0.6,IN,1660425399
421,Ossora,59.2353,163.0719,59.29,87,76,5.44,RU,1660425401
422,Chātakonda,17.55,80.65,75.79,97,100,8.93,IN,1660425402
423,Buraidah,26.326,43.975,95.45,17,1,9.66,SA,1660425404
424,Bay Roberts,47.5999,-53.2648,69.51,89,100,3.0,CA,1660425405
425,Asău,46.4333,26.4,69.28,88,98,4.36,RO,1660425406
426,Bilibino,68.0546,166.4372,48.38,65,99,2.84,RU,1660425408
427,Payakumbuh,-0.2202,100.6308,71.01,97,100,2.37,ID,1660425409
428,Vanimo,-2.6741,141.3028,75.88,91,100,5.19,PG,1660425410
429,Port Moresby,-9.4431,147.1797,76.42,94,75,5.75,PG,1660425127
430,Pa Sang,18.5262,98.9394,77.2,96,41,1.41,TH,1660425413
431,Marzuq,14.4,46.4667,84.74,49,97,8.41,YE,1660425414
432,Bar Harbor,44.3876,-68.2039,75.34,60,0,3.44,US,1660425416
433,Lander,42.833,-108.7307,84.6,42,20,8.05,US,1660425418
434,Rock Sound,24.9,-76.2,82.63,69,10,3.83,BS,1660425420
435,Camden,39.7835,-74.9663,85.68,37,0,1.99,US,1660425422
436,Sur,22.5667,59.5289,86.74,63,100,9.82,OM,1660425423
437,Altus,34.6381,-99.334,99.16,28,75,3.44,US,1660425424
438,Jalostotitlán,21.2,-102.4667,81.55,36,20,2.66,MX,1660425426
439,Toora-Khem,52.4675,96.11,55.17,87,99,2.06,RU,1660425427
440,Taywarah,33.35,64.4167,61.32,27,3,5.17,AF,1660425429
441,Caicedo,6.4051,-75.9826,71.01,69,60,1.34,CO,1660425431
442,Nanortalik,60.1432,-45.2371,44.38,99,100,6.26,GL,1660425432
443,Ajdabiya,30.7554,20.2263,80.28,64,0,13.69,LY,1660425433
444,Kuytun,54.3419,101.5036,49.89,79,71,3.13,RU,1660425435
445,Koungheul,13.9833,-14.8,77.58,80,98,12.44,SN,1660425436
446,Berlevåg,70.8578,29.0864,51.6,81,100,2.3,NO,1660425437
447,Tessalit,20.1986,1.0114,92.66,29,69,15.19,ML,1660425439
448,La Santisima Trinidad,-14.8333,-64.9,91.38,46,20,9.22,BO,1660425440
449,Dwārka,22.2394,68.9678,79.9,84,100,20.85,IN,1660425443
450,Missoula,47.0166,-113.8009,85.84,33,0,6.31,US,1660425366
451,Olafsvik,64.8945,-23.7142,49.82,73,26,5.14,IS,1660425445
452,Port Lincoln,-34.7333,135.8667,50.99,86,32,7.49,AU,1660425396
453,Carutapera,-1.195,-46.02,79.16,79,59,9.55,BR,1660425448
454,Daru,-9.0763,143.2092,75.96,90,22,9.04,PG,1660425449
455,Naantali,60.4674,22.0243,65.1,77,0,3.44,FI,1660425450
456,Xaçmaz,41.4635,48.806,73.81,56,0,3.53,AZ,1660425452
457,Husavik,66.0449,-17.3389,47.79,83,59,5.95,IS,1660425453
458,La Unión,-5.4,-80.75,74.7,57,43,14.83,PE,1660425454
459,Varnavino,57.4035,45.0916,59.5,74,85,2.66,RU,1660425456
460,Diego de Almagro,-26.3667,-70.05,69.82,24,0,8.01,CL,1660425457
461,Chhāgalnāiya,23.03,91.5069,79.65,78,100,14.47,BD,1660425458
462,Vyshkov,52.4764,31.6873,71.71,74,100,9.46,RU,1660425460
463,Puerto Escondido,15.85,-97.0667,86.83,58,75,10.36,MX,1660425461
464,Kerema,-7.9631,145.7785,75.83,91,92,4.79,PG,1660425462
465,Chicama,-7.8447,-79.1469,61.34,63,10,9.6,PE,1660425464
466,Kozan,37.4552,35.8157,78.21,73,85,2.95,TR,1660425465
467,Saint-François,46.4154,3.9054,70.68,42,0,2.3,FR,1660425466
468,Ol'ga,43.7444,135.2892,62.01,92,37,3.04,RU,1660425468
469,High Rock,26.6208,-78.2833,82.42,64,93,2.35,BS,1660425469
470,Nioro,13.35,-15.75,75.78,85,99,10.58,GM,1660425470
471,Kamenka,51.3223,42.7678,67.55,90,100,6.2,RU,1660425472
472,Khromtau,50.2503,58.4347,71.02,36,5,8.25,KZ,1660425474
473,Sol'-Iletsk,51.1631,54.9918,68.81,55,13,8.3,RU,1660425475
474,Saldanha,-33.0117,17.9442,51.85,66,69,18.43,ZA,1660425477
475,Chūru,28.3,74.95,82.11,71,91,11.25,IN,1660425478
476,Pangnirtung,66.1451,-65.7125,45.64,93,100,5.55,CA,1660425394
477,Arkadak,51.9326,43.4978,69.26,72,100,0.96,RU,1660425481
478,Merauke,-8.4667,140.3333,75.92,89,86,10.29,ID,1660425482
479,Genhe,50.7833,121.5167,57.54,70,100,1.97,CN,1660425483
480,Parfen'yevo,58.484,43.4088,63.63,73,90,4.5,RU,1660425485
481,Aguié,13.506,7.7786,80.85,64,100,8.48,NE,1660425486
482,Vestmannaeyjar,63.4427,-20.2734,48.76,89,100,13.0,IS,1660425487
483,San Juan,-31.5375,-68.5364,74.35,12,60,2.95,AR,1660425353
484,Yar-Sale,66.8333,70.8333,51.53,77,100,10.04,RU,1660425490
485,Half Moon Bay,37.4636,-122.4286,89.8,62,40,24.16,US,1660425412
486,Grand Forks,47.9417,-97.4337,78.73,50,40,4.61,US,1660425320
487,Sibolga,1.7427,98.7792,76.03,91,100,1.43,ID,1660425495
488,Esperantinópolis,-4.8667,-44.7083,85.57,39,26,2.53,BR,1660425496
489,Shuya,56.8487,41.3883,63.16,76,100,3.8,RU,1660425497
490,Zeya,53.75,127.2667,54.23,96,97,0.74,RU,1660425499
491,Qujing,25.4833,103.7833,59.86,97,10,3.42,CN,1660425500
492,Marawi,7.9986,124.2928,68.85,93,86,4.9,PH,1660425501
493,San Bernardo,-33.6,-70.7167,65.88,48,4,4.94,CL,1660425503
494,Makakilo City,21.3469,-158.0858,83.95,56,20,14.97,US,1660425504
495,Rio Grande,-32.035,-52.0986,66.31,85,7,7.02,BR,1660425505
496,Verkhnevilyuysk,63.4453,120.3167,53.13,98,100,4.74,RU,1660425507
497,Berdigestyakh,62.0989,126.6992,54.27,96,92,4.32,RU,1660425508
498,Roald,62.5833,6.1333,62.17,94,75,8.05,NO,1660425509
499,São Félix do Xingu,-6.6447,-51.995,84.72,49,93,2.84,BR,1660425511
500,Algiers,36.7525,3.042,87.62,40,0,8.05,DZ,1660425512
501,Fuyu,45.1833,124.8167,63.14,73,100,4.23,CN,1660425513
502,Mergen,49.1833,125.2167,59.94,88,71,3.29,CN,1660425217
503,Menzelinsk,55.7271,53.1026,56.95,61,100,4.72,RU,1660425516
504,Salinas,36.6777,-121.6555,97.02,59,0,16.11,US,1660425320
505,Oddur,4.1213,43.8894,72.54,70,95,19.24,SO,1660425518
506,Obo,5.3998,26.4869,68.97,97,100,2.44,CF,1660425520
507,Bongandanga,1.5,21.05,69.8,97,100,2.57,CD,1660425521
508,Québec,46.8123,-71.2145,76.23,54,75,9.22,CA,1660425411
509,Severomuysk,56.1481,113.4267,44.4,87,72,4.29,RU,1660425524
510,Margate,51.3813,1.3862,74.1,64,1,3.0,GB,1660425525
511,Mayna,54.1135,47.6231,61.99,80,0,5.44,RU,1660425526
512,Dongsheng,39.8161,109.9776,71.56,86,97,13.87,CN,1660425528
513,Iwanai,42.9744,140.5089,66.72,81,100,2.84,JP,1660425529
514,Altamont,42.2068,-121.7372,84.78,17,0,4.0,US,1660425530
515,Samarai,-10.6167,150.6667,78.94,85,95,5.17,PG,1660425532
516,Laguna,38.421,-121.4238,97.34,27,0,8.05,US,1660425533
517,Northam,51.0333,-4.2167,74.39,54,100,7.54,GB,1660425534
518,Sucúa,-2.4667,-78.1667,84.94,54,40,8.05,EC,1660425536
519,Nador,35.174,-2.9287,84.45,70,0,2.3,MA,1660425537
520,Mahajanga,-15.7167,46.3167,71.53,61,0,11.59,MG,1660425538
521,Kālāgarh Project Colony,29.5,78.75,81.84,68,1,2.62,IN,1660425540
522,Vypolzovo,57.8767,33.6986,61.65,78,85,1.43,RU,1660425541
523,Kjøllefjord,70.9457,27.3465,50.05,87,100,8.05,NO,1660425443
524,Satipo,-11.2522,-74.6386,89.19,36,28,1.41,PE,1660425544
525,Rafai,4.95,23.9167,68.74,99,100,2.21,CF,1660425545
526,Castelo do Piauí,-5.3222,-41.5525,87.96,23,16,7.76,BR,1660425546
527,Catió,11.2833,-15.25,75.49,89,100,9.46,GW,1660425548
528,Redlands,34.0556,-117.1825,104.14,25,40,3.44,US,1660425487
529,Yarmouth,41.7057,-70.2286,75.34,74,0,13.8,US,1660425550
530,Drezdenko,52.8383,15.8308,70.45,87,99,1.83,PL,1660425551
531,Boali,4.8005,18.1275,72.55,93,100,2.53,CF,1660425553
532,Tibati,6.4667,12.6333,66.18,97,100,3.2,CM,1660425554
533,Itoman,26.1247,127.6694,83.17,87,20,10.36,JP,1660425555
534,Sembakung,3.8167,117.25,72.7,100,100,0.74,ID,1660425501
535,Thaba-Tseka,-29.522,28.6084,47.17,38,94,10.56,LS,1660425558
536,Ambovombe,-25.1667,46.0833,67.21,67,0,5.79,MG,1660425559
537,Bahía Blanca,-38.7196,-62.2724,64.6,37,81,13.47,AR,1660425561
538,Verkhoyansk,67.5447,133.385,46.29,83,97,4.5,RU,1660425562
539,Piteå,65.3172,21.4794,55.49,94,93,7.9,SE,1660425564
540,Srandakan,-7.9386,110.2506,75.24,92,51,2.1,ID,1660425565
541,Honningsvåg,70.9821,25.9704,49.75,87,100,6.91,NO,1660425566
542,Camacha,33.0833,-16.3333,69.22,83,40,9.22,PT,1660425568
543,Port Elizabeth,-33.918,25.5701,47.32,96,75,3.44,ZA,1660425569
544,Primo Tapia,32.22,-116.9172,85.41,64,46,8.3,MX,1660425571
545,Usta Muhammad,28.1794,68.0445,78.71,88,100,1.95,PK,1660425573
546,Traverse City,44.7631,-85.6206,62.35,91,100,3.44,US,1660425461
547,Balakirevo,56.5059,38.8432,63.79,71,97,2.91,RU,1660425575
548,Birao,10.2849,22.7882,71.56,94,42,4.54,CF,1660425577
549,Madoc,44.5084,-77.4745,80.31,31,11,2.98,CA,1660425578
550,Bāramūla,34.2,74.35,67.05,91,13,3.06,IN,1660425579
551,Araouane,18.9048,-3.5265,99.55,27,8,6.31,ML,1660425581
552,Presque Isle,46.6811,-68.0159,75.29,57,100,6.91,US,1660425566
553,Haringhāta,22.95,88.5667,80.51,91,99,17.13,IN,1660425583
554,Koszalin,54.1944,16.1722,68.47,63,46,7.81,PL,1660425584
555,Wahiawā,21.5028,-158.0236,82.15,59,20,11.5,US,1660425586
556,Bitung,1.4451,125.1824,74.25,86,83,11.12,ID,1660425587
557,Savelugu,9.6244,-0.8253,75.97,89,99,6.4,GH,1660425588
558,Winslow,35.0242,-110.6974,87.98,33,40,6.91,US,1660425590
559,Khani,41.9563,42.9566,63.97,50,0,4.81,GE,1660425591
560,Buala,-8.145,159.5921,80.85,78,19,4.0,SB,1660425592
561,Tubmanburg,6.8708,-10.8172,73.09,92,100,3.22,LR,1660425594
562,Ambon City,-3.6954,128.1814,77.14,94,75,3.44,ID,1660425595
563,Guiratinga,-16.3494,-53.7583,86.77,18,2,4.88,BR,1660425596
564,Fallon,39.4735,-118.7774,93.45,8,20,3.44,US,1660425598
565,Trincomalee,8.5711,81.2335,80.56,72,99,13.13,LK,1660425599
